,x,y
534,8.785595,-8.799645
1974,27.772131,8.516545
401,-18.322346,3.936935
1136,4.774812,-14.541021
1450,-8.276894,2.8370478
1405,-3.7194614,-9.363889
715,11.811641,-7.7981987
1727,-14.889547,16.281307
1067,13.344362,4.6552124
1195,12.197017,1.2899717
748,-24.348722,6.751982
968,-23.029608,7.9353123
1237,-11.737884,-15.379102
1464,-27.1848,-6.0205913
85,-11.24177,1.8472222
917,-24.812513,-0.8957196
196,3.3106468,12.804296
1364,-4.8258715,15.014473
1761,-4.709592,-6.3056064
1869,14.857086,17.60334
1277,7.070549,2.1724079
75,17.27745,11.2642
500,10.80848,-5.1710677
1675,-22.848158,15.506032
1763,-7.185462,5.762066
442,8.204668,-1.5368146
1301,14.254803,5.87961
38,4.1131,3.2393606
1289,-7.43894,-12.120771
1428,-16.83941,-18.325117
531,15.494714,-12.902651
561,21.183477,-5.132372
1936,-2.8980975,-10.232275
1057,-9.356483,10.820526
2022,13.916515,-44.203983
1577,-3.7109566,16.09206
1593,15.995711,5.661258
1463,-20.73957,4.8979225
1442,-16.982134,18.423065
179,-24.35161,9.562813
1954,-8.564971,-8.287462
1623,-6.5196834,16.743042
1488,-9.520064,0.13976409
994,-19.917456,26.564098
1166,-5.8218813,-14.847501
559,11.814985,-13.935025
676,9.00112,-5.864154
180,-17.549137,11.155841
1765,-7.216983,0.3317722
1859,-29.567034,-7.7284355
464,10.4277315,-11.466673
480,6.904868,-3.5960324
132,0.9765901,20.796177
1980,-7.980574,13.729328
1646,-7.3426657,22.568495
220,7.4315195,-17.37639
1773,19.52882,11.800462
548,2.036816,-3.0693085
749,2.299582,13.887989
129,-20.649406,18.370228
1184,-3.6201515,-3.2851486
991,-22.026394,27.57809
1085,-11.881407,2.6036026
1436,-20.238083,2.2206435
827,-17.736124,9.174598
1928,14.976556,19.180586
14,-4.5349092,-3.8333433
295,34.369072,6.7684216
2117,11.839867,-39.350876
426,-2.6707013,-9.57909
1430,-18.834932,18.030602
1253,-8.27197,-11.4087715
878,-24.90207,6.6320744
765,-11.425497,1.2966969
716,4.3281884,-6.1942596
1588,-26.099539,-6.6379976
2116,12.002283,-40.053867
1259,-5.7259436,-13.253209
1060,-5.006737,16.949745
576,4.072372,0.48431087
1669,31.124836,13.40999
870,-24.33904,23.324389
1499,-18.82703,-0.54294133
537,31.67874,-0.9598282
1157,-1.7777208,-13.048365
770,-18.53237,1.2841562
702,3.2330585,-16.937828
2067,7.906753,-38.825665
1634,16.71859,-12.225372
1514,-4.153386,3.60536
254,-21.376713,7.276671
960,-14.586729,0.62779576
1976,-11.21828,-23.81382
1336,2.8873112,-18.46261
1035,18.908394,2.1101894
1959,6.554411,5.000982
554,0.5904894,-19.550047
1867,-0.65294546,-7.380683
718,-17.939877,-5.5172668
1021,-13.812232,4.401364
924,-26.902725,22.052998
1397,-8.774176,6.881022
1831,-5.3143053,-15.085879
1439,-15.985599,9.40438
1202,6.0369334,-10.896727
1781,-23.196829,25.04173
1880,-31.87552,-7.3173127
858,-9.585026,-18.644817
698,-16.262896,-6.0977445
1626,-15.376049,-9.681222
694,30.593729,-5.0354114
